FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.408396,408396,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Blenniidae,Ecsenius bicolor,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408371,408371,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Carangoides gymnostethus,1,8,GJE,POINT (145.45 -14.65)
M1_DATA.408372,408372,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Carangoides gymnostethus,2,44,GJE,POINT (145.45 -14.65)
M1_DATA.408373,408373,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Caranx sexfasciatus,2,85,GJE,POINT (145.45 -14.65)
M1_DATA.408401,408401,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Gnathanodon speciosus,2,13,GJE,POINT (145.45 -14.65)
M1_DATA.408470,408470,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Trachinotus blochii,2,8,GJE,POINT (145.45 -14.65)
M1_DATA.408471,408471,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Carangidae,Ulua mentalis,1,4,GJE,POINT (145.45 -14.65)
M1_DATA.408378,408378,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,2,2,GJE,POINT (145.45 -14.65)
M1_DATA.408381,408381,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Chaetodontidae,Chelmon rostratus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408405,408405,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Chaetodontidae,Heniochus acuminatus,1,4,GJE,POINT (145.45 -14.65)
M1_DATA.408429,408429,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Ephippidae,Platax pinnatus,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408430,408430,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Ephippidae,Platax pinnatus,2,2,GJE,POINT (145.45 -14.65)
M1_DATA.408431,408431,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Ephippidae,Platax teira,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408432,408432,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Ephippidae,Platax teira,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408363,408363,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Amblyeleotris steinitzi,2,2,GJE,POINT (145.45 -14.65)
M1_DATA.408365,408365,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Amblygobius decussatus,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408398,408398,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Eviota prasites,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408399,408399,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Eviota prasites,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408400,408400,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Fusigobius signipinnis,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408406,408406,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Koumansetta rainfordi,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408407,408407,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Gobiidae,Koumansetta rainfordi,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408393,408393,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Haemulidae,Diagramma labiosum,1,20,GJE,POINT (145.45 -14.65)
M1_DATA.408394,408394,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Haemulidae,Diagramma labiosum,2,5,GJE,POINT (145.45 -14.65)
M1_DATA.408433,408433,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Haemulidae,Plectorhinchus chaetodonoides,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408434,408434,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Haemulidae,Plectorhinchus chaetodonoides,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408419,408419,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Holocentridae,Myripristis murdjan,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408455,408455,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Holocentridae,Sargocentron rubrum,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408379,408379,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Cheilinus fasciatus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408382,408382,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Choerodon fasciatus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408383,408383,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Choerodon fasciatus,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408387,408387,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Coris batuensis,2,4,GJE,POINT (145.45 -14.65)
M1_DATA.408402,408402,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Halichoeres melanurus,1,11,GJE,POINT (145.45 -14.65)
M1_DATA.408403,408403,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Halichoeres melanurus,2,12,GJE,POINT (145.45 -14.65)
M1_DATA.408404,408404,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Halichoeres prosopeion,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408408,408408,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Labroides dimidiatus,1,7,GJE,POINT (145.45 -14.65)
M1_DATA.408409,408409,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Labroides dimidiatus,2,11,GJE,POINT (145.45 -14.65)
M1_DATA.408468,408468,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Thalassoma lunare,1,8,GJE,POINT (145.45 -14.65)
M1_DATA.408469,408469,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Labridae,Thalassoma lunare,2,12,GJE,POINT (145.45 -14.65)
M1_DATA.408410,408410,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lethrinidae,Lethrinus lentjan,2,8,GJE,POINT (145.45 -14.65)
M1_DATA.408411,408411,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lethrinidae,Lethrinus obsoletus,1,20,GJE,POINT (145.45 -14.65)
M1_DATA.408412,408412,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lethrinidae,Lethrinus obsoletus,2,22,GJE,POINT (145.45 -14.65)
M1_DATA.408413,408413,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Lutjanus bohar,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408414,408414,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Lutjanus carponotatus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408415,408415,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Lutjanus carponotatus,2,3,GJE,POINT (145.45 -14.65)
M1_DATA.408416,408416,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Lutjanus vitta,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408417,408417,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Lutjanus vitta,2,2,GJE,POINT (145.45 -14.65)
M1_DATA.408418,408418,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Lutjanidae,Macolor niger,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408460,408460,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis bilineata,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408461,408461,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis lineata,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408462,408462,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis lineata,2,3,GJE,POINT (145.45 -14.65)
M1_DATA.408463,408463,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408464,408464,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis margaritifer,2,2,GJE,POINT (145.45 -14.65)
M1_DATA.408465,408465,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis monogramma,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408466,408466,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Nemipteridae,Scolopsis monogramma,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408426,408426,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pinguipedidae,Parapercis xanthozona,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408369,408369,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Plesiopidae,Assessor macneilli,1,6,GJE,POINT (145.45 -14.65)
M1_DATA.408370,408370,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Plesiopidae,Assessor macneilli,2,5,GJE,POINT (145.45 -14.65)
M1_DATA.408374,408374,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacanthidae,Centropyge bicolor,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408437,408437,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus sexstriatus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408454,408454,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacanthidae,Pygoplites diacanthus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408359,408359,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Abudefduf bengalensis,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408364,408364,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Amblyglyphidodon curacao,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408366,408366,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Amphiprion akindynos,2,9,GJE,POINT (145.45 -14.65)
M1_DATA.408384,408384,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Chrysiptera flavipinnis,2,6,GJE,POINT (145.45 -14.65)
M1_DATA.408385,408385,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,1,35,GJE,POINT (145.45 -14.65)
M1_DATA.408386,408386,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Chrysiptera rollandi,2,45,GJE,POINT (145.45 -14.65)
M1_DATA.408391,408391,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Dascyllus aruanus,2,9,GJE,POINT (145.45 -14.65)
M1_DATA.408392,408392,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Dascyllus reticulatus,2,15,GJE,POINT (145.45 -14.65)
M1_DATA.408420,408420,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Neopomacentrus cyanomos,1,16,GJE,POINT (145.45 -14.65)
M1_DATA.408421,408421,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Neopomacentrus cyanomos,2,25,GJE,POINT (145.45 -14.65)
M1_DATA.408438,408438,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,1,38,GJE,POINT (145.45 -14.65)
M1_DATA.408439,408439,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus amboinensis,2,25,GJE,POINT (145.45 -14.65)
M1_DATA.408440,408440,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus brachialis,1,29,GJE,POINT (145.45 -14.65)
M1_DATA.408441,408441,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus brachialis,2,39,GJE,POINT (145.45 -14.65)
M1_DATA.408442,408442,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus coelestis,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408443,408443,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus coelestis,2,3,GJE,POINT (145.45 -14.65)
M1_DATA.408444,408444,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus lepidogenys,1,15,GJE,POINT (145.45 -14.65)
M1_DATA.408445,408445,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus lepidogenys,2,8,GJE,POINT (145.45 -14.65)
M1_DATA.408446,408446,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus moluccensis,1,10,GJE,POINT (145.45 -14.65)
M1_DATA.408447,408447,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus moluccensis,2,12,GJE,POINT (145.45 -14.65)
M1_DATA.408448,408448,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus sp. [rhodonotus],1,18,GJE,POINT (145.45 -14.65)
M1_DATA.408449,408449,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pomacentridae,Pomacentrus sp. [rhodonotus],2,15,GJE,POINT (145.45 -14.65)
M1_DATA.408450,408450,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Priacanthidae,Priacanthus hamrur,1,2,GJE,POINT (145.45 -14.65)
M1_DATA.408451,408451,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Priacanthidae,Priacanthus hamrur,2,3,GJE,POINT (145.45 -14.65)
M1_DATA.408427,408427,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pseudochromidae,Pictichromis paccagnellae,1,26,GJE,POINT (145.45 -14.65)
M1_DATA.408428,408428,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Pseudochromidae,Pictichromis paccagnellae,2,18,GJE,POINT (145.45 -14.65)
M1_DATA.408456,408456,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Scaridae,Scarus flavipectoralis,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408457,408457,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Scaridae,Scarus rubroviolaceus,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408458,408458,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Scaridae,Scarus schlegeli,1,4,GJE,POINT (145.45 -14.65)
M1_DATA.408459,408459,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Scaridae,Scarus schlegeli,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408375,408375,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Cephalopholis boenak,1,8,GJE,POINT (145.45 -14.65)
M1_DATA.408376,408376,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Cephalopholis boenak,2,5,GJE,POINT (145.45 -14.65)
M1_DATA.408377,408377,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Cephalopholis miniata,2,1,GJE,POINT (145.45 -14.65)
M1_DATA.408397,408397,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Epinephelus malabaricus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408435,408435,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Plectropomus leopardus,1,1,GJE,POINT (145.45 -14.65)
M1_DATA.408436,408436,912345436,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD54,Cobia Hole,-14.65,145.45,2015-07-18T14:00:00Z,15,Chordata,Actinopterygii,Serranidae,Plectropomus leopardus,2,1,GJE,POINT (145.45 -14.65)
